69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
75;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
76;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
77;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
78;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
79;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
80;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
81;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
82;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
83;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
84;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
85;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;40.3500;39.1167;36.5333;25.1167;48.3000;21.8833;32.6167;29.8333;38.2833;5.6167;38.0833;7.8500;19.8833;15.6500;11.2000;13.7833;7.7667;37.5833;9.0500;14.9333;7.5000;37.8333;38.5500;39.5833;45.4167;37.6000;37.5333;57.6833;60.2500;64.1333;21.8833;23.6833;10.9833;28.1333;20.2333;12.2333;21.8833;11.7500;10.9833;6.9167;13.2667;12.3833;39.3667;37.5667;80.8000;21.1833;34.8833;19.7667;37.6500;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
