67;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
68;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
69;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
70;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
71;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
72;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
73;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
74;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
75;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
76;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
77;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
78;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
79;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
80;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
81;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
82;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
83;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
84;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
85;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
86;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;36.1833;21.7333;27.5833;36.6667;4.1667;4.1667;38.9000;20.7000;20.5000;38.2167;10.8833;39.9167;10.6833;17.9333;37.4000;36.5500;16.6333;22.0667;17.8333;15.9167;7.5667;66.8667;60.0167;71.5000;49.9167;55.8333;34.3500;60.0167;6.1500;11.1333;10.9333;7.1500;12.3667;8.4167;27.5833;10.9833;11.4500;16.7500;31.2000;32.4833;38.0667;37.9667;39.8333;32.5500;35.7167;36.7000;38.9000;37.1833;37.5667;31.3000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000;0.0000
